Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.46,0.8,0.1,1.57,0.0,4.51,3.99,0.0,3.03,3.51,3.14,0.0
Feb,0.1,0.21,0.0,0.09,0.44,0.29,0.1,3.54,1.56,1.09,3.85,7.16,0.0
Mar,0.14,1.78,0.18,0.1,1.7,0.0,0.52,1.18,0.0,0.94,1.22,13.3,0.0
Apr,0.22,1.5,0.0,0.11,1.86,0.0,0.1,1.34,6.29,0.59,1.31,0.0,0.0
May,0.7,7.75,0.21,0.0,19.36,13.01,0.36,19.52,0.0,0.95,44.53,1.89,0.0
Jun,259.8,226.12,97.14,250.82,244.47,114.29,49.22,43.47,69.61,49.08,58.88,70.13,115.3
Jul,414.07,514.06,1.5493421284196352e+16,418.94,506.83,0.0,219.64,318.19,300.54,218.74,339.44,299.71,210.7
Aug,367.78,341.36,0.0,328.32,303.28,0.0,182.25,0.0,141.57,197.97,0.0,153.98,194.8
Sep,222.98,249.96,72.21,242.89,260.28,96.65,174.86,115.08,135.35,177.42,127.44,124.09,42.8
Oct,19.46,39.4,6.36,19.67,40.14,24.68,0.0,36.03,25.65,0.0,55.62,40.9,0.0
Nov,4.27,17.7,0.0,4.4,17.49,0.0,3.9,0.0,0.0,3.57,0.0,12.68,
Dec,0.19,3.84,0.0,0.17,4.29,0.0,0.0,4.42,13.13,0.0,0.0,14.77,
