Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.96,10.04,0.0,4.08,2.89,10.31,1.62,1.86,3.73,0.7
Feb,4.07,17.29,0.0,7.62,8.37,0.0,12.38,5.55,1.49,6.0
Mar,20.59,40.83,3.71,44.2,43.24,0.0,52.96,38.17,14.59,40.4
Apr,148.89,111.56,2.17,44.23,117.99,86.77,35.92,120.55,76.6,79.9
May,19.38,334.31,44.71,235.54,112.49,289.01,230.72,117.69,279.44,241.9
Jun,547.63,664.57,99.71,603.46,808.24,565.17,575.6,1064.63,559.76,408.2
Jul,692.44,800.56,134.48,908.31,1036.37,730.57,820.07,1024.07,730.31,592.9
Aug,619.74,618.99,99.22,776.41,689.17,585.32,670.23,715.76,596.17,558.7
Sep,528.16,485.33,91.75,500.71,528.61,430.74,516.61,515.65,438.37,579.7
Oct,87.34,208.36,34.47,82.69,186.88,151.51,140.67,84.43,156.54,59.4
Nov,6.66,27.38,11.61,16.43,20.79,30.71,6.3,31.4,26.16,1.7
Dec,1.52,5.63,7.47,0.07,1.36,0.0,0.81,1.69,0.33,11.3
