Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.52,5.52,0.0,17.13,0.0,7.69,0.27,0.0,4.62,0.0
Feb,1.37,2.62,20.65,0.06,0.02,18.9,0.0,0.0,0.0,0.0
Mar,0.33,1.42,0.71,6.42,0.0,0.0,0.0,0.0,0.0,0.0
Apr,0.48,2.31,0.0,0.0,2.39,0.0,2.55,2.39,7.53,3.5
May,6.08,7.71,26.07,2.7,1.13,3.54,3.06,1.33,16.49,0.8
Jun,44.77,53.92,11.56,38.35,64.13,21.81,71.18,51.33,27.79,111.8
Jul,240.59,242.51,117.02,129.47,203.44,125.19,136.52,222.9,163.85,404.3
Aug,120.55,193.02,100.75,365.4,272.69,225.73,367.19,311.06,246.41,167.6
Sep,199.2,175.54,25.47,178.43,135.3,81.53,140.13,143.07,82.44,325.1
Oct,5.58,19.26,0.0,25.19,39.52,28.86,21.99,50.01,26.01,0.0
Nov,2.34,11.2,0.0,15.04,19.44,0.0,27.52,25.09,28.19,0.0
Dec,0.0,3.44,1.88,0.0,2.73,0.0,0.06,2.77,0.0,0.3
