Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.48,8.17,0.04,9.04,10.7,0.0,3.26,7.91,0.0,3.37,10.15,1.59,0.0
Feb,9.85,13.0,0.0,22.76,8.57,15.86,2.58,9.93,0.0,4.31,27.58,6.39,9.9
Mar,44.53,46.55,39.18,45.99,46.34,41.95,60.2,46.26,80.04,60.41,37.61,60.58,24.9
Apr,126.53,175.73,272.65,147.23,184.76,269.78,300.85,200.29,219.66,302.59,198.25,218.79,275.9
May,379.45,393.84,0.0,415.95,415.02,0.0,515.12,265.42,0.0,511.74,251.21,0.0,383.1
Jun,540.01,560.03,0.0,544.44,555.84,0.0,395.31,406.38,0.0,393.72,341.45,0.0,429.7
Jul,491.26,514.05,0.0,498.5,477.23,0.0,196.51,358.14,0.0,204.75,343.26,0.0,224.3
Aug,447.76,443.1,963656155136.0,447.5,401.67,0.0,275.43,516.61,0.0,268.92,605.29,0.0,256.8
Sep,400.96,337.87,0.0,400.74,350.15,0.0,305.91,409.87,499.02,232.77,274.68,446.12,255.0
Oct,101.41,153.93,130.49,102.0,155.66,132.52,121.33,121.54,102.03,135.2,30.55,122.84,26.4
Nov,6.0,17.17,0.23,5.9,17.0,0.0,0.03,0.0,5.67,0.32,0.0,3.23,16.4
Dec,0.51,3.12,0.0,0.64,5.02,14.18,0.0,7.81,0.0,0.0,7.55,4.03,11.2
