Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.72,14.68,0.0,5.9,13.0,15.77,10.12,23.2,12.97,9.5,7.88,20.54,0.0
Feb,9.9,10.41,0.0,14.44,9.92,0.0,2.92,7.7,13.23,2.96,8.59,26.63,10.0
Mar,9.34,7.68,0.0,4.42,7.27,0.0,3.69,9.88,0.07,3.37,5.76,4.89,0.0
Apr,4.9,6.81,0.0,4.76,6.42,8.25,7.39,5.84,0.0,5.71,5.13,0.0,19.9
May,25.34,21.06,9.97,23.52,20.12,9.84,39.81,45.81,12.9,42.9,50.76,3.37,30.8
Jun,93.89,109.82,33.38,97.02,119.26,52.23,119.13,136.8,32.08,112.21,212.07,74.3,36.2
Jul,307.01,296.83,297.83,295.88,295.73,231.2,161.07,275.05,295.33,175.58,340.14,290.72,246.6
Aug,253.22,284.24,146.14,247.76,280.41,160.74,161.69,233.11,141.21,164.7,284.98,171.54,278.9
Sep,193.66,177.8,62.63,179.6,174.26,87.95,109.73,131.64,68.03,95.58,131.68,102.31,85.7
Oct,30.76,43.63,0.0,30.74,43.39,3.92,102.81,82.15,54.38,97.06,57.79,31.93,0.0
Nov,0.26,3.22,0.64,0.18,3.73,0.0,0.0,2.6,6.87,0.0,0.0,2.81,0.0
Dec,1.86,5.86,0.0,1.37,5.53,0.0,0.0,0.23,0.0,0.0,0.82,0.0,0.0
