Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.73,18.13,0.0,27.26,19.75,22.07,39.14,0.0,31.5,43.57,0.0,25.23,4.4
Feb,11.76,18.07,0.57,27.86,13.7,0.0,0.0,2.61,6.93,0.0,0.0,3.28,13.4
Mar,14.28,15.5,0.0,15.31,14.49,0.39,13.89,0.0,4.23,14.93,0.0,17.07,2.0
Apr,5.7,9.85,0.0,3.19,8.09,21.42,6.25,13.71,0.0,7.38,11.88,0.82,16.5
May,9.91,13.34,0.22,8.43,13.73,24.22,0.0,3.89,6.79,4.68,11.18,13.72,15.6
Jun,47.12,48.34,67.52,53.3,56.36,61.37,8.18,0.0,79.08,1.37,0.0,37.53,73.5
Jul,106.56,142.06,40.43,102.46,143.59,73.15,61.67,88.42,61.16,59.54,25.8,62.56,236.7
Aug,169.16,165.79,85.73,169.18,150.65,99.14,91.58,35.13,84.89,94.01,49.43,83.4,140.9
Sep,64.81,76.35,102.57,57.73,70.2,101.27,96.44,0.0,68.77,93.68,0.0,69.83,190.0
Oct,1.81,5.94,0.0,1.61,5.9,0.0,0.63,1.5,10.86,0.63,0.0,16.01,3.2
Nov,0.38,4.7,0.79,0.52,5.28,12.8,1.29,1.0,0.0,1.3,0.0,0.0,0.3
Dec,6.48,6.93,0.0,3.14,6.62,12.0,0.0,0.39,10.1,0.52,0.11,6.51,15.3
