Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.37,21.18,8.21,2.1,10.07,13.85,2.13,25.57,23.47,0.0
Feb,0.42,11.45,0.0,0.1,19.36,0.0,8.65,22.05,10.04,6.3
Mar,4.88,0.0,27.03,0.1,0.0,0.0,0.88,0.0,3.43,0.0
Apr,1.34,2.26,9.49,1.1,5.36,0.0,4.46,3.01,0.0,14.7
May,1.69,6.19,0.0,39.78,28.82,0.0,25.32,29.7,19.83,15.7
Jun,44.71,55.86,36.32,58.2,86.18,33.43,30.55,80.68,59.39,34.0
Jul,184.25,190.16,128.46,259.06,234.32,191.08,246.29,254.27,219.72,359.2
Aug,221.12,268.74,118.85,217.34,195.29,180.23,207.79,192.84,185.63,328.3
Sep,179.98,191.5,43.86,100.3,119.05,107.37,98.88,183.77,110.19,127.3
Oct,23.88,27.96,0.0,0.0,34.12,42.41,1.7,45.74,43.25,2.0
Nov,0.5,8.44,11.88,0.1,4.03,1.29,0.69,4.1,3.63,0.0
Dec,1.31,4.94,3.39,4.83,3.99,0.63,2.06,4.06,0.0,0.0
