Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.72,2.53,1.61,1.88,4.81,4.47,1.5,4.53,0.93,0.0
Feb,0.17,2.85,4.5,1.5,3.17,0.33,0.23,2.63,4.51,0.0
Mar,0.69,1.41,5.42,0.36,0.29,0.0,0.03,0.26,4.92,0.0
Apr,0.0,3.15,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0
May,0.03,8.89,7.54,5.07,15.49,4.65,1.09,23.92,5.79,0.0
Jun,27.73,77.58,22.16,54.53,70.72,61.49,35.29,59.4,54.5,32.1
Jul,484.62,452.23,44.48,372.28,312.1,315.29,323.94,998.25,321.04,123.0
Aug,118.03,184.01,38.77,141.57,140.09,117.9,120.99,134.62,133.5,54.3
Sep,93.61,167.1,29.9,28.0,129.39,103.04,139.74,131.92,112.09,5.1
Oct,0.0,19.38,9.76,8.87,18.43,10.6,3.08,11.34,20.47,0.0
Nov,0.0,11.61,3.76,1.22,0.0,16.95,0.34,0.0,9.13,0.0
Dec,0.0,0.36,1.19,0.0,0.0,0.74,0.0,0.0,0.0,0.0
