Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.67,11.26,0.0,6.95,13.02,8.24,0.0,5.66,2.82,0.0,0.0,1.94,0.0
Feb,3.77,12.13,0.0,3.94,10.74,16.85,0.09,7.19,12.36,0.09,6.52,12.06,0.0
Mar,8.87,11.5,4.21,10.0,11.11,13.16,28.68,0.44,19.77,22.31,0.0,1.58,4.2
Apr,19.11,9.34,0.0,13.81,14.66,24.86,0.0,0.0,44.95,0.0,4.62,21.92,0.0
May,61.47,54.16,26.53,61.43,57.29,38.1,65.33,57.79,58.72,65.69,80.53,65.78,38.8
Jun,146.73,153.68,80.4,142.13,154.53,91.49,65.56,94.5,90.26,69.75,91.2,93.17,100.3
Jul,351.07,349.88,0.0,331.66,308.91,0.0,175.93,83.84,278.67,176.45,162.21,259.35,405.8
Aug,345.39,313.61,0.0,329.38,296.78,0.0,224.07,160.17,283.01,223.64,135.06,259.65,275.0
Sep,178.25,204.08,68.02,192.97,200.81,77.34,124.44,184.97,138.59,124.12,195.67,139.13,90.2
Oct,46.52,72.72,0.36,47.25,72.18,26.68,4.52,50.17,35.46,4.84,0.0,25.28,0.0
Nov,0.23,6.47,0.0,0.28,6.54,0.0,0.0,0.0,6.94,0.0,0.0,0.0,0.0
Dec,0.1,2.24,0.98,0.34,1.56,13.31,0.04,0.34,5.2,0.0,0.54,0.0,0.0
