Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.35,18.81,0.0,6.83,5.34,10.23,5.01,2.45,7.06,3.9
Feb,29.37,29.65,0.0,15.63,20.45,17.03,30.72,15.47,23.28,29.2
Mar,26.71,58.59,23.14,33.22,52.4,45.41,12.61,29.08,47.23,98.3
Apr,170.74,138.28,33.12,241.13,178.86,164.65,198.77,142.46,174.26,112.8
May,261.43,248.47,77.86,282.2,249.63,213.13,283.25,205.57,216.39,157.3
Jun,277.13,294.87,135.16,327.9,259.07,246.31,267.0,258.35,249.94,374.9
Jul,321.15,357.4,138.33,383.31,373.64,360.59,391.36,395.35,362.64,313.0
Aug,265.81,269.84,94.57,306.89,255.92,250.67,284.18,273.16,253.95,309.7
Sep,217.05,233.81,61.6,237.3,225.17,215.11,226.63,320.73,218.95,277.8
Oct,191.54,180.68,20.25,72.62,76.17,77.64,90.16,166.02,83.27,25.5
Nov,82.48,39.69,9.4,1.2,11.48,14.81,11.51,18.39,11.79,28.5
Dec,13.81,13.6,0.0,0.0,10.83,5.0,0.0,1.67,10.38,33.8
