Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.47,20.64,0.0,6.18,9.46,12.21,10.77,12.53,12.94,29.6
Feb,82.93,59.74,5.71,54.97,30.94,19.71,60.2,57.68,22.4,30.9
Mar,0.15,101.94,0.0,25.4,56.17,57.34,47.13,32.03,48.43,110.6
Apr,269.22,243.06,28.51,162.33,150.48,173.67,173.38,314.43,179.47,171.9
May,260.4,420.13,93.06,151.82,286.51,267.09,319.62,265.88,275.31,280.2
Jun,455.55,590.63,139.08,538.05,449.43,472.61,466.14,8.33,482.66,486.9
Jul,586.87,643.67,134.36,406.55,568.63,537.65,522.04,760.8,544.3,633.7
Aug,634.62,544.97,90.59,398.92,399.92,439.86,439.56,386.81,446.42,441.7
Sep,191.44,494.46,54.72,424.45,482.6,363.75,454.7,547.22,364.21,443.4
Oct,255.42,204.4,29.07,181.8,131.85,111.0,141.73,535.35,117.73,103.0
Nov,8.6,39.52,0.0,3.89,11.46,19.51,11.56,27.75,14.94,54.4
Dec,14.5,13.49,5.37,2.19,4.47,8.47,0.36,12.71,7.16,23.6
