Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.69,20.69,0.0,4.71,14.03,9.19,15.5,41.57,2.77,0.0
Feb,7.53,10.99,8.4,5.23,26.35,8.18,22.51,18.41,1.97,1.0
Mar,1.82,2.13,14.35,1.29,3.55,21.6,0.61,3.35,7.9,0.0
Apr,6.21,8.11,21.77,0.0,6.81,6.06,14.87,6.99,18.43,6.0
May,12.87,20.5,8.41,61.88,45.69,30.5,35.7,52.68,5.52,7.4
Jun,65.44,83.18,86.62,345.6,164.4,54.93,342.35,152.68,106.15,65.4
Jul,163.54,225.05,123.1,289.3,253.78,220.25,251.23,254.21,231.67,359.0
Aug,290.13,294.76,110.44,230.89,272.59,257.58,262.58,227.69,261.11,254.6
Sep,211.87,217.71,72.9,69.07,134.09,116.19,155.96,145.9,116.03,28.7
Oct,35.43,57.62,26.59,0.1,31.85,32.83,23.6,51.83,29.95,0.0
Nov,1.34,3.06,15.45,0.0,1.44,0.0,0.0,1.49,6.41,0.0
Dec,4.62,7.64,0.0,0.1,0.91,1.48,0.31,3.96,11.97,0.0
