Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,2.84,0.0,0.3,2.69,0.0,0.0,1.07,8.54,1.26,3.15,4.87,0.0
Feb,0.31,2.76,0.0,0.0,0.91,1.51,0.79,1.55,12.49,0.42,0.64,6.36,2.7
Mar,1.66,5.99,5.34,2.99,14.17,0.64,3.16,7.17,0.0,3.16,7.12,5.62,0.0
Apr,0.44,12.02,0.0,2.5,9.08,0.0,3.68,8.47,10.03,1.49,10.25,3.56,5.8
May,6.33,22.92,1.74,9.29,22.25,25.17,4.4,25.74,0.0,4.41,62.14,0.0,0.6
Jun,80.57,110.06,142.23,140.22,108.16,144.33,242.78,52.93,159.37,245.82,62.0,145.32,148.4
Jul,157.69,137.42,64.97,137.29,124.93,100.0,126.39,133.86,51.5,126.84,193.58,72.98,67.8
Aug,104.53,129.18,190.94,121.59,143.67,188.78,122.3,62.98,212.28,122.25,55.66,206.44,136.5
Sep,225.56,193.17,122.7,211.65,192.01,137.28,226.58,553.56,109.78,229.25,556.5,115.88,28.3
Oct,62.62,73.14,66.51,80.5,101.49,73.88,118.79,87.98,93.13,118.69,102.99,98.09,5.8
Nov,3.02,27.35,0.0,1.64,28.72,17.87,16.7,219.24,14.71,16.35,185.72,23.67,
Dec,0.93,7.05,0.41,29.82,20.59,0.0,27.72,25.31,1.73,26.98,0.0,20.29,
