Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.92,18.39,0.0,13.75,37.98,3.83,21.23,37.86,9.28,2.9
Feb,0.92,21.21,0.0,0.1,0.0,0.84,0.57,0.0,7.47,1.2
Mar,4.06,10.37,8.18,2.5,3.71,11.26,3.44,10.12,14.98,26.9
Apr,17.7,18.87,26.19,24.12,32.78,35.34,24.65,61.21,25.43,38.6
May,152.37,71.47,40.19,164.12,128.87,79.31,169.95,153.9,90.47,219.3
Jun,49.71,43.77,34.21,23.65,35.5,11.42,30.45,35.51,34.15,55.1
Jul,15.97,60.25,4.67,51.9,59.78,29.25,27.59,7.03,43.25,64.4
Aug,188.68,113.33,5.67,110.09,132.17,69.45,134.77,133.84,100.27,81.7
Sep,108.72,108.39,33.77,97.23,112.77,96.1,115.95,108.46,104.58,104.5
Oct,211.1,158.91,70.25,118.2,169.93,126.78,170.87,193.8,146.83,149.6
Nov,180.47,178.09,69.19,96.08,153.26,130.73,155.13,150.54,136.06,165.9
Dec,52.92,85.27,5.81,58.0,59.34,56.38,74.42,67.78,59.67,22.5
