Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,41.96,68.39,134.94,10.89,90.93,116.55,30.57,25.39,92.56,39.69,14.31,98.6,1.1
Feb,63.96,65.48,28.25,74.99,74.57,31.74,108.16,91.7,63.95,99.38,24.52,62.31,59.9
Mar,60.07,68.77,40.52,61.69,102.13,40.87,70.68,104.84,75.18,70.2,137.4,76.16,28.3
Apr,0.54,75.35,143.93,105.63,90.57,131.6,165.31,98.92,145.89,128.62,62.84,131.57,80.2
May,42.63,44.61,18.75,49.55,47.87,18.16,49.05,49.65,28.13,37.59,27.85,26.69,30.8
Jun,44.27,67.11,45.02,26.9,50.11,48.97,15.4,26.2,48.91,17.72,21.9,46.44,60.0
Jul,145.66,188.01,14.28,123.96,117.25,36.92,39.98,100.99,14.37,32.56,86.36,39.09,75.4
Aug,156.86,167.05,24.74,121.27,92.8,45.87,32.31,37.54,28.33,29.85,37.64,37.77,40.9
Sep,69.86,98.14,5.18,86.79,100.89,3.71,105.45,80.84,28.07,94.04,112.67,60.39,27.4
Oct,10.49,17.86,0.29,0.0,21.19,1.3,0.0,12.77,5.98,0.0,16.9,13.11,6.3
Nov,8.27,12.96,3.72,16.3,21.02,2.38,11.55,29.39,10.82,14.87,33.32,2.32,119.3
Dec,28.87,31.25,0.0,3.67,23.51,3.4,10.18,5.89,2.36,7.93,9.91,27.15,2.1
