Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.95,25.06,37.48,63.07,44.92,24.55,70.14,45.89,34.15,70.49,46.16,34.22,15.2
Feb,19.12,25.38,5.69,34.84,22.66,9.55,37.58,54.85,34.42,37.31,0.0,27.93,7.2
Mar,15.69,20.67,0.38,46.82,63.69,27.15,5.93,7.45,27.43,2.9,39.95,15.78,10.4
Apr,9.09,13.25,0.0,10.05,16.79,19.69,23.74,31.25,2.72,19.3,0.0,18.68,80.6
May,117.32,81.99,0.0,148.38,176.55,133.02,151.47,186.79,161.03,151.52,184.79,134.04,32.1
Jun,109.2,135.51,111.8,148.72,216.26,115.76,149.34,212.96,86.49,149.76,241.61,113.56,192.6
Jul,497.49,333.63,0.0,604.04,535.06,0.0,602.81,548.9,0.0,605.24,541.8,0.0,450.4
Aug,260.42,306.46,0.0,395.8,390.72,0.0,393.6,384.83,0.0,394.67,209.66,0.0,606.4
Sep,87.63,168.84,284.65,436.72,166.27,93.17,225.42,134.07,0.0,223.1,198.92,0.0,298.4
Oct,17.06,32.53,0.0,16.29,58.8,2.87,16.47,42.57,20.45,16.1,41.94,25.14,5.7
Nov,0.35,2.8,0.0,0.99,11.98,1.65,5.53,12.99,7.35,6.45,10.03,0.83,15.7
Dec,2.38,8.24,3.4,17.4,19.03,7.41,11.73,24.65,4.63,14.69,29.04,5.14,0.9
