Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.43,15.37,0.0,16.22,4.82,3.02,14.57,5.42,4.04,0.0
Feb,1.57,0.79,10.91,16.0,7.45,11.04,0.0,5.06,5.33,0.3
Mar,7.28,0.0,20.67,7.81,1.77,12.12,6.01,1.43,0.0,0.0
Apr,9.46,19.03,21.34,37.04,31.66,0.0,53.9,36.4,14.45,24.3
May,37.36,55.17,39.75,0.0,61.2,41.63,0.0,81.26,46.98,13.2
Jun,120.52,138.31,82.56,112.75,114.78,61.28,138.95,131.52,95.41,146.6
Jul,182.98,198.98,86.58,459.01,335.58,213.45,276.38,352.03,217.4,240.6
Aug,286.57,233.83,105.57,296.4,286.68,267.9,296.26,285.8,273.6,210.4
Sep,180.21,156.17,78.73,100.55,157.49,163.76,139.99,136.53,168.42,103.3
Oct,73.72,79.04,35.17,13.05,10.65,68.32,22.4,8.97,70.9,17.0
Nov,4.21,6.65,0.0,0.1,14.98,5.95,1.7,2.07,6.76,0.0
Dec,0.66,3.96,0.0,0.0,1.22,0.0,0.0,14.65,0.0,14.8
