Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.09,12.36,0.0,0.1,13.32,24.14,3.29,16.94,6.35,2.6
Feb,2.6,8.56,3.72,4.36,5.74,0.0,0.29,7.3,9.01,4.3
Mar,0.03,1.38,16.21,13.04,11.25,0.0,11.41,13.93,9.77,4.0
Apr,0.8,1.85,1.01,5.81,8.67,0.0,0.0,6.67,4.32,18.0
May,2.53,7.33,0.0,1.95,15.28,5.43,11.77,15.28,21.67,12.6
Jun,19.86,34.21,5.85,53.51,73.4,37.55,56.66,71.28,51.46,24.2
Jul,166.86,161.56,75.65,61.78,131.07,96.57,121.99,142.26,110.68,344.5
Aug,152.53,173.43,70.4,168.33,166.73,136.97,173.98,173.42,150.14,124.5
Sep,199.09,167.74,23.41,122.68,117.06,90.36,73.26,142.83,99.37,115.7
Oct,15.46,20.79,0.13,0.0,24.06,7.94,10.77,30.87,29.56,0.0
Nov,0.53,4.9,0.0,15.34,11.08,2.77,15.1,12.22,3.93,2.5
Dec,0.56,5.35,10.61,0.75,4.51,0.0,9.45,8.94,14.98,0.6
