Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.06,1.29,4.81,0.1,3.05,6.96,0.11,3.47,0.0,0.0
Feb,0.1,0.25,17.4,0.38,0.76,0.0,0.5,0.27,0.0,0.0
Mar,0.08,1.19,21.3,0.0,0.38,12.24,1.52,0.39,10.1,0.0
Apr,0.0,0.22,0.0,0.0,0.12,0.0,0.0,0.16,2.38,0.0
May,0.0,0.0,0.0,0.0,0.0,9.49,0.0,0.0,0.0,0.0
Jun,67.82,7.02,76.95,69.12,60.31,55.8,36.74,50.41,72.77,115.3
Jul,510.12,534.21,148.03,287.76,268.63,235.89,281.07,338.34,250.01,210.7
Aug,315.61,340.44,115.13,152.95,139.5,168.66,171.06,140.73,170.6,194.8
Sep,217.43,243.07,83.85,99.9,141.91,154.03,110.12,286.88,162.84,42.8
Oct,2.18,17.29,33.89,0.0,18.31,35.02,0.0,19.41,37.4,0.0
Nov,0.39,16.92,0.0,7.38,11.42,17.58,7.07,7.27,23.89,
Dec,0.24,3.45,19.99,0.0,7.92,0.0,16.89,9.59,0.0,
