Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.07,8.88,20.49,30.79,0.0,0.0,166.79,0.0,11.84,0.0
Feb,5.07,0.0,28.96,17.13,0.0,1.98,0.0,0.0,0.0,0.0
Mar,19.05,0.0,31.82,0.1,3.94,0.0,0.0,3.58,13.21,0.1
Apr,23.03,8.04,5.24,4.55,10.73,0.0,21.41,18.55,15.83,62.0
May,85.54,26.26,15.46,63.57,54.76,49.86,98.76,71.47,38.44,84.1
Jun,134.6,120.44,64.05,53.61,125.84,108.79,108.17,233.28,121.88,125.7
Jul,239.69,276.2,97.83,330.9,324.69,298.86,310.02,347.04,312.22,335.3
Aug,147.86,275.65,93.13,264.29,266.56,254.58,254.54,314.63,258.39,291.7
Sep,140.15,177.29,76.47,176.7,176.97,164.73,155.69,171.43,163.09,291.0
Oct,84.66,75.08,44.76,91.3,74.4,112.0,92.6,145.14,112.1,118.3
Nov,6.55,23.56,20.59,5.66,22.51,9.31,10.1,10.3,19.75,2.2
Dec,0.79,2.59,10.38,0.0,5.2,7.59,1.01,8.22,12.15,54.3
