Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,51.91,17.64,0.0,3.3,23.17,30.78,12.84,28.32,22.46,12.2
Feb,63.55,21.27,0.0,1.86,30.04,34.55,28.54,29.86,17.79,58.8
Mar,106.6,57.65,28.13,184.73,85.25,54.9,86.15,95.25,68.47,133.6
Apr,200.33,187.34,18.79,175.98,240.92,203.8,200.67,271.46,226.73,135.8
May,377.33,260.47,61.73,316.96,360.74,312.26,341.37,306.1,324.08,133.2
Jun,380.38,386.23,134.86,377.1,418.05,442.49,386.1,430.1,452.09,323.9
Jul,641.61,454.88,128.38,487.08,562.17,541.99,602.54,597.79,545.14,138.4
Aug,437.76,354.59,82.93,419.95,433.36,423.11,376.07,438.86,427.93,191.0
Sep,212.04,276.94,81.42,294.74,275.86,340.4,364.79,282.52,341.29,129.4
Oct,186.67,118.21,49.23,221.59,138.39,133.29,142.91,101.35,131.26,54.6
Nov,1.52,26.46,14.26,0.0,43.57,42.1,17.87,116.02,43.27,7.2
Dec,19.73,15.07,0.0,0.0,12.67,10.07,2.97,26.34,14.39,22.4
