Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.4,1.52,0.0,1.4,0.0,0.0,0.81,0.0,0.8,0.0
Feb,0.11,0.84,18.95,0.0,0.0,0.0,0.0,0.62,16.4,0.0
Mar,0.89,2.8,0.0,0.9,2.77,0.0,0.0,3.41,0.0,0.2
Apr,0.1,1.78,6.97,0.09,7.92,5.51,0.41,9.34,10.02,0.0
May,1.83,2.79,8.76,2.86,0.0,0.19,0.0,0.0,0.0,0.0
Jun,86.1,111.23,26.85,168.39,93.62,80.5,136.09,78.57,71.64,142.6
Jul,224.14,315.83,69.58,217.64,284.53,265.49,253.39,332.79,269.66,177.3
Aug,132.11,251.24,50.72,138.45,194.84,197.19,203.07,189.05,198.21,221.0
Sep,244.6,331.0,55.89,219.1,173.13,160.14,166.36,181.98,170.25,140.1
Oct,43.81,43.25,17.01,16.3,13.78,33.72,15.52,41.22,35.67,3.2
Nov,0.2,14.91,0.0,0.3,10.9,0.0,0.13,11.63,23.32,0.0
Dec,30.27,3.5,0.0,5.25,2.81,15.0,9.74,6.98,3.22,0.0
