Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.03,11.49,1.29,5.82,11.47,16.47,0.33,9.22,12.13,0.23,0.0,5.37,0.0
Feb,12.63,17.41,0.0,9.85,12.67,7.27,16.76,8.32,0.0,16.46,9.63,13.03,1.7
Mar,15.2,16.46,2.91,13.36,16.62,14.78,0.52,9.76,0.0,0.0,13.52,11.07,0.0
Apr,24.2,22.33,0.28,24.51,22.66,10.25,0.0,0.0,27.14,0.0,0.0,7.91,34.2
May,39.83,55.9,9.19,43.15,58.73,20.82,135.29,8.0,39.35,135.05,53.9,37.19,44.9
Jun,186.07,202.31,29.16,150.76,211.91,68.21,61.08,227.92,65.58,60.73,182.76,73.64,124.4
Jul,344.24,310.18,0.0,331.68,320.68,0.0,326.88,207.53,284.22,327.01,339.74,280.52,254.6
Aug,261.77,284.67,0.0,254.51,224.2,0.0,110.56,239.1,140.01,117.28,259.41,136.77,196.4
Sep,274.7,238.27,140.0,253.09,215.87,152.69,282.12,256.1,160.8,192.66,251.76,162.29,65.7
Oct,68.8,85.82,123.51,63.09,96.73,118.63,108.53,77.92,15.49,108.48,29.37,32.28,53.9
Nov,1.35,7.45,0.93,1.15,7.38,0.01,1.64,9.19,9.25,1.52,3.03,24.19,0.0
Dec,0.13,2.24,0.0,0.31,2.18,0.0,0.03,0.0,0.0,0.76,0.35,0.0,8.3
