Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.83,7.71,0.15,1.98,7.32,3.87,5.04,4.85,8.0,5.05,3.84,9.08,0.2
Feb,2.43,9.44,0.71,3.72,8.52,8.02,5.31,5.98,10.19,7.87,9.38,1.25,0.0
Mar,6.48,14.75,0.0,6.72,14.69,2.76,11.45,11.48,10.16,8.98,0.0,9.69,2.4
Apr,25.93,31.35,1.47,28.48,33.07,0.0,3.91,8.56,3.3,4.4,13.6,9.1,78.6
May,41.85,26.62,98.24,32.29,24.62,13.79,33.23,0.0,21.3,35.19,225.02,9.63,22.4
Jun,208.61,196.52,117.58,199.25,214.28,117.85,184.19,141.36,121.91,171.05,147.04,122.2,264.4
Jul,492.42,378.29,0.0,405.67,372.0,0.0,479.54,611.11,0.0,442.55,590.22,0.0,280.9
Aug,319.32,355.09,0.0,347.36,304.94,0.0,144.67,380.91,354.12,204.56,390.42,330.19,203.7
Sep,222.66,221.43,258.32,229.06,228.18,258.17,82.45,228.16,308.29,105.21,300.48,294.63,291.5
Oct,58.72,63.14,30.72,56.3,65.54,39.85,182.29,141.38,87.36,158.01,161.98,96.94,2.0
Nov,5.44,7.77,0.06,4.67,8.99,14.82,0.0,0.0,17.35,0.0,49.15,20.31,0.0
Dec,0.1,3.66,0.0,0.52,4.73,0.0,0.0,0.0,5.64,0.0,0.0,4.18,1.4
