Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.75,13.8,0.96,9.48,10.67,0.0,0.0,1.27,1.04,0.94,0.0,23.08,0.0
Feb,6.82,10.06,0.0,3.06,5.26,0.11,5.91,24.92,14.88,5.05,0.0,5.13,11.5
Mar,2.92,7.26,0.0,2.69,7.43,9.54,0.0,9.96,12.21,2.27,10.78,9.36,0.0
Apr,0.79,3.09,0.09,2.01,4.57,5.03,34.08,21.03,0.0,25.62,11.93,1.41,9.0
May,5.57,8.56,1.47,4.82,9.9,1.08,2.69,26.88,0.0,2.53,17.85,10.79,0.0
Jun,60.08,105.7,89.06,61.82,102.88,93.7,151.21,60.19,75.0,152.52,79.47,74.61,41.0
Jul,307.44,356.29,0.0,347.96,367.63,0.0,136.61,344.56,0.0,131.42,433.83,0.0,279.0
Aug,242.58,293.54,0.0,261.64,278.07,0.0,284.68,243.8,143.87,281.94,310.21,151.22,274.0
Sep,191.37,175.07,128.32,190.8,161.78,135.14,38.65,30.47,104.7,36.2,11.49,116.83,241.5
Oct,4.1,20.83,0.0,4.04,20.72,23.94,28.96,34.14,0.0,27.78,34.66,25.89,0.0
Nov,1.14,17.76,0.0,4.93,19.32,11.42,0.02,0.0,7.45,0.05,1.25,5.06,0.0
Dec,1.4,8.21,0.73,1.22,7.76,8.35,7.68,11.92,4.57,0.0,12.45,3.44,0.0
