Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.08,1.89,0.46,0.0,0.0,0.0,0.0,0.0,0.0
Feb,0.1,0.94,14.82,11.73,0.0,0.0,9.56,0.0,6.03,2.7
Mar,0.07,8.12,0.0,0.1,0.0,0.0,2.28,2.64,0.84,26.6
Apr,8.43,31.68,30.04,24.5,23.36,13.51,0.0,25.56,19.8,36.7
May,118.34,54.69,17.61,46.1,66.63,44.01,68.47,70.16,46.51,198.8
Jun,238.12,217.65,63.84,62.66,68.72,63.26,66.76,69.28,61.58,92.8
Jul,271.96,262.84,66.8,58.61,60.6,49.1,46.44,60.02,55.69,19.5
Aug,212.42,187.95,41.69,74.3,95.91,99.13,70.14,62.55,107.86,36.1
Sep,23.52,156.83,46.68,183.19,93.92,91.02,89.67,86.65,93.29,75.9
Oct,119.2,68.8,45.76,75.85,35.61,54.44,0.0,32.0,73.4,36.7
Nov,48.8,49.23,5.24,21.08,19.13,25.22,17.43,36.92,38.27,6.6
Dec,2.28,7.25,12.86,2.77,7.22,21.95,0.09,7.98,11.84,0.1
