Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,32.37,26.31,11.33,7.32,0.0,9.28,27.69,0.0,12.95,7.2
Feb,17.0,27.94,0.0,0.0,37.97,15.21,3.36,39.95,26.91,63.6
Mar,30.92,6.69,0.0,33.67,0.0,19.22,24.07,0.0,30.39,17.9
Apr,16.74,17.79,0.0,76.99,24.6,25.43,40.16,24.23,6.08,25.9
May,21.37,20.96,19.72,29.1,10.92,10.06,23.23,11.08,1.12,12.5
Jun,120.55,96.29,18.36,151.29,115.68,15.04,162.15,175.41,77.16,63.4
Jul,332.55,261.41,104.14,342.44,272.97,213.96,333.19,336.34,222.5,261.4
Aug,461.3,333.49,100.28,506.41,400.38,336.71,493.54,422.82,361.54,683.7
Sep,148.67,187.73,54.54,70.48,133.49,95.35,89.91,141.54,111.18,175.5
Oct,45.35,32.04,0.0,0.1,15.32,14.33,0.0,0.0,22.15,13.3
Nov,3.42,8.33,16.66,1.3,9.02,0.0,2.72,5.22,0.0,8.0
Dec,7.4,19.21,0.0,72.8,38.76,0.0,64.76,40.02,21.28,12.8
