Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.94,4.78,18.4,21.91,5.21,9.18,0.0,9.2,1.86,0.0
Feb,1.14,5.05,0.8,0.0,0.0,0.0,0.0,0.06,9.99,1.4
Mar,3.47,8.77,9.29,2.2,0.0,0.0,0.0,0.0,13.96,14.2
Apr,16.84,21.48,14.83,11.14,30.28,1.36,0.0,39.88,32.0,19.8
May,77.12,110.0,66.64,99.2,123.22,67.77,112.66,89.81,106.0,128.4
Jun,40.48,67.19,7.71,32.04,58.01,33.68,61.05,55.73,52.97,37.7
Jul,50.22,41.43,32.43,6.84,28.63,54.25,32.55,11.58,47.92,37.9
Aug,215.78,73.09,43.47,209.48,95.12,74.17,112.11,87.36,73.98,6.4
Sep,152.05,119.3,34.64,164.33,107.56,89.55,121.03,110.57,102.34,88.6
Oct,184.15,152.16,74.4,60.75,106.79,115.32,90.91,109.23,121.16,86.4
Nov,64.73,85.56,38.7,96.5,86.4,108.28,72.6,89.38,110.8,46.3
Dec,11.11,35.29,0.37,32.55,25.4,30.1,37.92,27.96,24.32,1.0
