Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.26,0.94,0.1,0.6,4.41,0.0,1.2,0.0,0.0,0.0,0.0,0.0
Feb,0.1,0.29,0.58,0.1,0.35,12.51,1.07,1.49,11.3,1.96,1.7,0.0,0.0
Mar,0.51,2.52,0.23,1.37,3.75,0.27,12.37,7.97,0.0,13.08,12.68,0.0,0.0
Apr,12.24,12.78,2.14,13.84,13.61,1.8,6.57,7.28,2.88,8.11,6.63,6.54,8.7
May,25.01,36.14,15.99,22.36,36.1,24.6,0.0,34.76,22.4,0.0,32.18,15.53,13.6
Jun,293.42,347.03,0.0,307.6,273.31,0.0,188.65,184.24,121.57,178.01,176.78,129.56,149.3
Jul,339.91,481.25,0.0,408.36,392.75,0.0,291.28,266.93,0.0,289.13,290.25,0.0,360.0
Aug,314.45,308.66,198567.61,298.54,292.2,0.0,350.03,277.05,156.43,334.69,276.17,155.58,175.7
Sep,221.05,212.07,218.47,221.84,207.61,218.63,135.49,0.0,223.36,101.77,0.0,193.91,63.7
Oct,114.65,102.38,89.58,113.8,104.61,92.76,86.0,79.41,116.33,79.58,78.73,108.38,56.9
Nov,22.42,36.2,2.11,28.73,37.33,7.07,4.17,12.51,18.81,4.39,18.01,25.8,46.1
Dec,1.17,6.12,0.0,3.98,3.44,8.14,2.33,3.33,3.27,0.8,2.82,9.09,0.0
