Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.65,16.43,0.23,18.67,17.18,0.24,29.53,21.73,19.51,31.9,19.66,0.22,0.0
Feb,30.2,31.27,0.41,30.59,27.25,20.93,23.85,23.82,0.0,23.15,23.62,13.87,0.5
Mar,21.6,23.7,2.61,19.38,22.79,0.0,10.14,6.03,3.06,8.06,5.94,0.0,3.3
Apr,17.81,26.31,15.6,18.61,24.43,8.03,0.0,31.19,22.42,0.0,12.21,25.61,76.5
May,67.04,63.53,68.43,89.71,71.41,76.28,89.14,73.74,79.55,88.97,72.04,78.21,73.3
Jun,202.49,197.6,146.43,191.32,198.91,159.55,150.47,169.47,181.83,150.69,162.94,182.38,209.2
Jul,306.63,331.59,0.0,255.06,343.33,0.0,254.4,248.42,375.68,252.75,300.37,214.04,274.8
Aug,332.33,330.53,0.0,332.9,267.56,0.0,198.83,373.25,197.51,195.14,386.64,201.61,233.9
Sep,218.89,220.14,174.6,205.53,208.39,178.16,199.22,234.66,169.81,198.18,182.59,177.47,175.4
Oct,108.89,79.55,110.77,104.69,91.1,104.77,0.0,113.54,86.39,0.0,51.88,93.93,44.9
Nov,6.36,11.65,7.64,6.19,13.75,10.25,5.37,17.35,7.87,5.38,19.26,22.63,0.0
Dec,1.3,3.94,0.0,1.08,4.74,7.15,0.0,7.6,13.15,0.0,0.56,0.0,48.4
