Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.1,4.44,4.92,1.36,4.49,0.0,13.21,14.0,3.42,13.03,12.14,6.94,0.0
Feb,0.21,4.21,0.0,0.3,4.2,0.0,1.12,5.88,1.93,0.74,6.13,2.84,4.9
Mar,7.82,7.63,9.01,3.14,9.8,0.0,66.05,18.42,11.66,64.61,12.66,18.94,51.7
Apr,42.97,42.83,18.31,44.15,45.97,13.96,39.22,91.99,32.75,47.78,58.38,26.01,21.9
May,96.7,100.79,105.05,98.68,100.92,106.91,141.08,131.26,125.82,144.82,126.11,127.6,134.5
Jun,70.42,78.58,72.99,70.07,79.5,75.09,147.79,85.62,83.09,149.81,85.19,83.76,42.9
Jul,80.85,91.51,27.24,79.33,121.86,50.86,128.99,132.78,55.42,131.87,113.91,72.63,42.3
Aug,86.67,108.6,99.17,89.22,117.37,100.96,87.27,47.88,103.66,68.17,51.18,100.82,41.3
Sep,142.45,141.24,226.92,132.35,124.25,219.22,108.62,0.0,129.11,99.33,0.0,102.73,113.3
Oct,193.98,194.19,309.14,189.97,167.82,288.0,149.27,0.0,228.76,161.48,0.0,196.19,75.0
Nov,54.14,70.61,19.18,69.96,83.16,18.82,157.79,108.72,82.5,152.1,185.84,93.48,11.9
Dec,5.66,14.11,0.0,5.01,15.68,4.2,8.16,22.87,10.13,8.3,27.38,22.44,6.3
