Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.78,10.18,0.0,1.28,19.17,26.24,16.79,0.67,16.05,5.0
Feb,6.3,5.76,0.0,20.82,6.95,0.0,5.26,5.3,10.97,44.8
Mar,0.89,6.3,0.0,0.0,1.68,12.16,2.49,2.65,0.0,0.0
Apr,9.3,12.8,11.36,11.8,32.67,6.54,11.53,19.69,27.8,17.0
May,3.3,3.51,0.27,184.16,67.93,14.98,27.91,82.63,31.46,18.0
Jun,204.43,207.11,57.1,132.78,339.8,111.05,146.95,326.09,122.1,255.6
Jul,276.4,303.31,85.7,363.9,333.26,318.28,374.89,203.25,321.63,497.6
Aug,203.34,249.96,49.15,267.9,342.08,290.25,317.53,265.54,300.51,188.2
Sep,152.8,139.39,63.02,138.2,154.81,210.85,154.29,166.04,221.76,131.8
Oct,61.06,94.09,22.36,135.62,94.56,118.39,135.3,13.3,120.09,260.4
Nov,10.79,20.0,26.79,62.81,88.81,47.6,108.79,67.79,52.8,9.0
Dec,0.38,4.66,9.47,147.7,49.01,22.68,14.1,112.74,27.93,0.3
