Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.46,30.29,10.03,29.69,64.3,18.42,34.55,58.91,23.29,31.0
Feb,1.36,16.9,10.63,0.0,3.03,1.58,0.16,3.75,5.16,0.0
Mar,1.31,17.88,0.0,11.3,11.27,26.48,11.99,15.61,25.84,7.6
Apr,33.16,37.72,17.89,7.7,33.22,30.64,13.73,52.44,24.93,13.3
May,63.61,66.61,23.03,126.2,89.65,68.9,59.39,143.49,67.29,27.4
Jun,30.88,33.38,31.97,18.44,35.18,16.21,35.95,38.43,32.16,29.8
Jul,15.29,43.62,24.68,47.5,53.79,24.75,46.45,49.5,42.84,54.6
Aug,41.17,65.1,49.96,61.4,92.48,89.53,86.48,85.29,101.08,60.7
Sep,84.48,101.05,37.34,76.38,85.94,94.99,91.85,91.01,96.82,36.6
Oct,224.23,223.32,75.28,292.23,190.95,177.31,142.18,291.11,177.02,193.3
Nov,271.01,282.43,96.35,173.36,264.42,299.07,278.87,278.47,304.07,476.3
Dec,136.17,157.12,44.88,192.81,199.56,204.05,239.14,214.4,205.83,41.0
