Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.06,9.64,9.52,18.25,3.82,4.86,4.97,10.15,17.84,1.0
Feb,3.51,4.58,0.0,1.49,4.69,6.13,0.0,4.49,4.83,1.3
Mar,0.0,0.09,0.0,27.09,0.0,15.55,10.46,0.0,3.23,0.0
Apr,1.36,1.38,0.79,0.6,8.03,0.0,7.72,12.12,0.0,52.9
May,2.84,5.36,22.24,4.1,13.69,8.3,12.29,13.66,4.33,20.2
Jun,22.75,26.97,25.16,36.01,34.44,17.84,44.15,34.07,29.56,43.7
Jul,106.68,169.72,105.89,49.79,125.97,103.33,66.06,126.08,106.76,360.6
Aug,160.63,140.27,97.0,312.72,139.13,114.92,168.12,163.29,116.49,187.5
Sep,172.05,148.63,51.27,0.0,129.21,109.84,101.45,172.28,102.18,137.7
Oct,3.16,12.42,0.0,4.67,16.63,4.46,5.1,23.25,23.35,1.8
Nov,0.2,7.37,0.0,31.54,22.33,9.35,18.14,28.38,23.68,0.1
Dec,0.25,5.74,13.29,0.11,3.63,0.0,11.4,13.74,0.0,1.5
