Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.43,7.38,0.0,3.07,7.13,7.53,4.0,8.44,0.0,5.21,6.93,6.29,0.0
Feb,2.04,5.49,0.74,2.4,5.62,11.86,4.3,6.33,0.0,3.98,3.9,6.29,21.0
Mar,2.14,8.77,0.0,2.73,11.0,0.0,31.43,50.55,0.0,29.8,49.28,16.86,0.0
Apr,4.77,7.83,0.0,3.74,7.75,8.04,0.1,24.16,4.61,0.0,4.76,10.1,27.9
May,3.79,12.71,0.37,2.62,9.18,0.0,8.57,9.26,11.45,8.36,9.8,12.6,0.0
Jun,151.02,138.83,171.32,155.68,137.66,163.89,148.14,175.35,139.01,147.7,145.22,147.16,311.0
Jul,223.12,217.92,151.25,220.37,219.0,158.64,271.43,223.68,156.21,272.8,224.05,184.98,246.1
Aug,165.96,194.11,89.41,167.31,194.26,100.94,182.55,206.62,114.73,184.0,204.62,133.05,222.4
Sep,145.5,176.28,76.99,151.31,170.21,78.58,83.85,132.01,107.37,124.78,162.99,105.49,24.8
Oct,30.03,60.18,43.03,35.07,61.84,47.88,20.55,47.9,57.38,16.79,31.85,58.64,0.0
Nov,1.05,22.19,0.0,1.39,24.76,0.0,0.01,0.0,14.18,0.0,0.0,0.18,2.9
Dec,0.16,8.47,0.0,0.37,8.4,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
