Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.71,19.07,0.0,0.1,13.62,16.82,13.19,24.14,19.0,2.7
Feb,7.41,9.8,0.0,9.1,18.4,5.05,9.41,13.83,19.44,7.4
Mar,1.54,0.65,0.0,2.81,3.27,13.26,3.24,2.25,6.73,0.0
Apr,3.28,3.89,0.0,24.75,11.19,10.61,9.9,10.42,0.0,29.2
May,5.03,10.94,18.38,39.68,30.06,4.16,36.33,30.32,0.0,3.0
Jun,29.33,46.44,64.97,89.04,80.38,22.39,75.84,77.31,52.68,28.1
Jul,220.47,201.43,99.56,373.81,260.47,196.78,277.19,265.32,220.59,292.7
Aug,325.54,310.67,91.83,211.16,231.59,212.73,241.37,237.4,214.96,290.5
Sep,236.7,222.85,47.33,235.01,171.88,145.43,165.63,194.25,152.62,112.2
Oct,60.55,57.84,17.88,6.09,10.84,24.5,6.68,58.96,28.8,0.0
Nov,0.93,3.48,17.05,0.62,1.05,0.0,0.86,1.16,0.0,0.0
Dec,6.9,9.21,0.0,0.0,3.66,0.48,2.7,16.49,0.0,0.0
