Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.24,15.5,13.61,0.0,11.55,10.04,21.62,13.12,6.45,0.0
Feb,5.2,6.89,24.26,2.22,6.02,10.35,4.5,3.76,0.0,3.2
Mar,11.76,0.0,25.93,17.85,4.07,0.0,0.0,3.03,5.11,0.0
Apr,3.81,6.28,0.0,23.76,16.76,0.0,2.97,16.47,6.04,1.0
May,6.18,14.02,15.99,69.82,52.45,9.25,48.24,50.94,32.49,8.2
Jun,59.03,81.49,64.0,110.58,90.45,30.74,111.61,96.34,64.58,121.5
Jul,146.88,155.17,120.01,42.91,174.41,181.79,143.03,187.2,194.63,285.5
Aug,252.71,208.82,107.47,296.89,244.0,207.75,270.39,242.99,213.9,251.3
Sep,127.84,124.32,57.54,114.15,156.06,161.45,140.99,182.13,170.98,102.3
Oct,34.98,62.21,16.44,47.99,32.0,43.79,0.97,40.36,52.2,15.3
Nov,1.94,8.45,21.4,0.0,7.08,0.0,1.54,4.7,8.94,0.0
Dec,0.64,3.22,0.0,0.87,0.73,1.5,2.51,3.66,12.56,6.0
