Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.11,2.17,0.0,0.12,2.58,8.03,4.57,5.89,18.36,3.02,6.81,5.0,0.0
Feb,0.64,1.16,0.32,0.32,1.15,2.43,0.0,1.5,5.94,0.09,1.54,2.09,1.3
Mar,0.53,3.36,0.32,1.3,5.77,0.0,23.5,20.93,7.61,7.87,26.53,24.15,2.0
Apr,2.6,6.99,0.0,2.78,6.83,13.71,0.0,7.55,0.0,0.0,3.26,7.27,0.6
May,6.85,18.84,0.22,6.44,16.07,22.55,8.94,8.33,0.0,8.99,15.08,19.43,0.0
Jun,108.05,105.62,111.56,110.62,95.31,111.34,75.94,65.66,94.52,79.55,66.2,96.97,127.1
Jul,171.52,148.2,69.62,185.32,147.4,84.65,44.58,161.77,77.3,65.17,161.81,91.09,72.3
Aug,71.16,112.72,127.95,71.75,104.05,126.84,89.33,83.17,142.22,90.72,83.66,138.16,172.3
Sep,169.09,185.07,138.01,179.78,180.67,146.03,91.3,132.77,156.82,102.07,126.78,146.52,36.3
Oct,17.71,56.05,47.01,17.56,63.18,56.45,0.0,57.65,65.74,0.0,77.14,69.8,1.6
Nov,8.13,31.25,0.36,11.45,36.34,1.02,8.48,7.22,27.43,8.65,18.57,1.95,4.5
Dec,0.56,8.86,0.12,1.21,9.4,0.0,12.81,11.96,5.74,13.86,9.36,10.16,0.0
