Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.88,17.4,0.0,9.23,14.6,0.0,10.96,16.42,6.09,17.44,22.06,10.91,29.6
Feb,27.02,38.07,39.51,28.83,37.5,30.38,0.0,36.78,27.27,0.22,36.59,27.17,30.9
Mar,42.7,65.91,46.44,57.75,49.51,53.97,14.21,24.45,58.02,6.59,87.69,58.36,110.6
Apr,113.13,170.56,305.11,111.72,183.21,290.32,19.76,165.54,222.38,45.36,157.79,227.96,171.9
May,332.45,298.42,0.0,312.44,273.83,0.0,317.47,264.95,192.91,318.6,276.45,224.6,280.2
Jun,432.0,426.17,0.0,421.3,437.82,0.0,486.29,458.4,0.0,486.94,362.23,0.0,486.9
Jul,775.93,551.03,0.0,1055.24,617.49,0.0,997.61,719.33,0.0,1036.24,1129.72,0.0,633.7
Aug,304.91,371.62,2004700.12,343.36,332.8,0.0,467.0,525.4,0.0,485.85,499.33,0.0,441.7
Sep,207.38,260.22,464.55,185.98,343.43,472.48,154.12,266.87,0.0,159.19,475.97,0.0,443.4
Oct,114.44,127.54,271.65,110.53,100.41,245.35,91.12,250.97,282.26,96.2,258.0,281.4,103.0
Nov,13.68,21.33,0.0,9.99,21.37,3.71,17.61,45.66,11.29,16.18,19.91,12.39,54.4
Dec,7.34,14.48,1.03,5.03,7.12,0.0,0.0,9.37,8.03,0.0,1.91,4.82,23.6
