Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.59,13.01,0.96,0.71,20.76,0.0,0.26,64.09,73.64,0.32,0.0,76.03,0.0
Feb,2.08,10.98,0.0,0.22,4.42,12.78,0.0,0.0,0.0,0.0,0.0,2.79,0.0
Mar,26.64,11.93,0.0,10.89,23.21,3.15,0.0,2.37,31.0,0.0,18.4,24.69,1.6
Apr,23.9,47.99,2.05,21.46,40.65,28.34,48.42,92.72,31.58,40.78,94.07,38.32,86.6
May,41.36,55.66,24.66,67.9,96.55,39.82,127.21,299.08,87.04,127.24,362.71,83.13,98.0
Jun,149.17,137.32,86.5,149.7,163.34,100.95,217.02,126.87,111.63,225.73,120.59,104.74,131.6
Jul,206.76,207.27,118.02,206.32,184.96,134.1,166.91,187.69,145.65,172.43,217.54,142.69,165.9
Aug,221.58,202.2,303.84,196.11,206.64,300.72,236.02,123.06,275.83,255.18,50.02,271.83,247.8
Sep,206.32,202.7,157.02,181.81,235.96,159.61,273.77,282.06,184.66,276.12,283.93,197.07,167.5
Oct,158.51,161.63,114.31,149.33,174.54,125.7,214.99,263.97,143.35,209.26,228.62,155.73,61.7
Nov,33.37,62.21,18.7,34.08,56.88,33.35,8.91,49.77,61.82,9.07,68.71,62.95,5.3
Dec,0.94,8.97,0.0,1.95,9.6,0.0,0.0,0.0,62.99,0.0,0.0,55.45,82.6
