Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.75,12.17,0.0,2.5,1.99,4.15,0.15,0.96,11.57,0.0
Feb,0.0,5.99,10.41,0.1,0.0,0.0,1.09,3.15,9.0,0.0
Mar,0.74,0.0,0.0,13.74,0.0,0.0,3.24,0.0,18.73,0.0
Apr,2.86,4.94,5.17,0.43,17.38,18.74,6.02,12.68,8.52,1.4
May,4.54,8.48,3.57,31.38,24.7,9.18,25.8,27.37,20.79,0.0
Jun,102.88,100.67,44.71,51.5,74.91,38.5,39.44,38.43,54.78,1.0
Jul,402.01,332.86,103.75,266.1,271.86,175.42,263.98,285.82,194.79,359.6
Aug,353.08,347.96,77.44,192.9,209.43,182.34,170.53,228.23,179.27,341.0
Sep,71.55,306.63,69.79,197.34,160.49,143.17,123.58,88.51,141.22,204.0
Oct,21.07,55.65,25.34,36.28,29.29,41.26,32.01,60.77,53.06,0.0
Nov,0.34,5.39,4.9,0.0,0.36,0.0,0.0,0.36,0.0,0.0
Dec,0.28,3.85,0.0,2.88,8.88,0.0,24.96,5.93,4.67,0.0
