Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,15.66,17.88,0.0,45.39,20.67,15.66,28.04,23.64,15.61,8.1
Feb,11.43,9.19,19.6,31.52,20.13,30.76,10.92,32.09,20.04,0.0
Mar,9.85,0.88,0.0,8.94,5.56,0.0,12.7,2.37,22.68,0.5
Apr,4.37,4.28,2.15,0.0,5.84,15.47,2.17,4.76,0.0,19.3
May,2.38,11.81,14.61,36.42,24.76,0.0,3.81,23.35,34.22,11.3
Jun,29.67,35.71,18.2,115.51,87.52,15.0,96.24,74.1,52.19,52.7
Jul,143.9,200.45,96.65,224.3,301.82,243.33,254.56,303.15,267.49,354.3
Aug,384.19,316.58,83.6,183.15,216.75,191.73,235.1,176.13,202.59,438.8
Sep,244.24,231.08,28.44,103.06,211.77,181.03,186.73,245.33,185.37,266.0
Oct,40.81,34.8,10.49,1.7,18.33,9.06,0.0,24.26,21.17,43.8
Nov,0.7,5.46,0.0,0.0,4.7,0.0,0.13,4.95,5.04,1.9
Dec,4.57,9.74,0.0,9.07,5.36,8.9,7.75,12.25,10.5,0.0
