Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.3,16.33,17.47,1.75,19.38,0.08,10000.0,27.5,15.65,10000.0,27.57,0.0,
Feb,27.18,32.47,5.59,35.74,27.37,17.75,26.63,24.83,0.0,26.32,24.44,27.31,
Mar,71.19,73.93,17.75,74.88,78.3,31.26,65.09,117.17,32.87,67.27,117.37,44.39,
Apr,142.43,144.55,50.47,148.0,151.4,55.42,214.19,0.0,79.3,215.55,0.0,91.67,
May,221.29,261.16,378.66,218.69,286.05,375.85,10000.0,210.38,846.84,10000.0,0.0,758.84,
Jun,138.51,249.4,0.0,226.01,225.29,0.0,165.01,671.86,118.32,189.11,432.97,132.43,188.0
Jul,461.95,400.79,64327304.0,373.48,330.31,0.0,201.66,42.58,231.99,196.57,40.05,221.35,487.0
Aug,370.83,333.06,0.0,327.76,314.49,0.0,107.47,0.0,195.64,109.93,0.0,194.66,307.0
Sep,155.89,211.43,43.59,122.66,179.71,36.47,142.12,104.55,80.72,135.93,0.0,70.83,226.0
Oct,130.28,129.59,30.85,139.24,109.48,41.16,49.32,6.18,53.13,55.16,0.0,47.29,53.9
Nov,27.57,29.71,9.49,31.37,14.28,0.0,0.0,11.72,4.09,0.0,131.73,9.43,8.6
Dec,3.41,10.51,0.0,3.68,16.05,14.06,8.94,16.5,7.92,8.43,0.0,7.72,41.4
