Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,3.59,0.0,0.24,9.44,0.0,9.43,0.0,48.21,9.81,18.52,43.51,0.0
Feb,0.45,3.68,0.0,1.23,4.06,0.0,9.08,10.06,17.1,9.48,10.37,0.56,17.4
Mar,2.62,6.91,0.23,3.02,5.85,0.69,0.0,0.0,5.44,0.0,0.0,4.09,0.0
Apr,11.83,18.05,0.0,11.67,15.2,8.75,26.05,25.56,28.4,26.19,26.56,14.82,45.2
May,30.9,41.01,5.9,31.14,41.1,22.44,20.91,0.0,26.23,20.93,0.0,82.9,17.0
Jun,121.4,117.86,131.73,108.65,114.26,129.23,264.75,264.77,157.22,241.19,266.22,155.53,107.7
Jul,184.29,177.92,181.72,198.71,163.43,182.01,204.71,222.47,210.22,204.95,222.67,212.51,220.8
Aug,166.02,164.92,124.17,149.28,98.65,128.87,161.06,0.0,127.43,118.24,0.0,109.02,136.6
Sep,155.62,180.3,92.1,157.27,227.62,106.03,157.32,0.0,148.71,180.74,0.0,161.57,186.0
Oct,81.02,91.66,65.09,80.78,77.43,74.9,114.22,0.0,114.17,109.83,0.0,105.41,215.5
Nov,16.05,22.94,0.0,14.09,23.71,3.79,32.93,0.0,82.92,15.32,0.0,90.06,25.6
Dec,0.15,7.2,0.07,1.36,6.73,0.0,6.62,882.22,67.69,6.48,878.85,76.48,0.0
