Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.4,16.33,0.0,0.0,9.76,7.9,3.03,18.39,3.79,0.3
Feb,0.01,32.57,0.84,3.51,0.0,0.23,0.03,0.0,4.47,22.5
Mar,71.58,0.0,8.72,27.51,0.0,8.36,1.64,0.0,27.21,35.1
Apr,9.39,0.0,80.41,3.12,45.81,45.49,12.07,28.68,39.12,85.0
May,0.0,0.0,67.98,69.15,96.19,51.5,66.53,97.41,65.86,186.4
Jun,49.95,71.82,125.95,71.86,62.32,49.16,61.32,63.37,41.66,92.0
Jul,65.38,73.59,107.09,47.2,39.02,46.03,42.72,38.36,51.15,113.4
Aug,125.89,58.33,86.47,83.5,67.54,55.28,91.15,90.0,52.73,147.7
Sep,0.0,30.48,59.23,62.47,117.48,53.22,104.65,121.0,65.21,120.9
Oct,87.31,149.14,99.39,103.9,117.56,108.79,104.59,117.66,118.46,211.2
Nov,153.77,169.43,56.24,42.76,60.97,122.88,50.84,43.68,130.23,85.7
Dec,34.7,50.9,0.0,15.0,53.52,32.39,59.91,54.49,34.9,5.2
