Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.45,16.14,0.09,0.0,16.56,19.82,0.0,0.0,9.54,0.0,0.0,19.06,12.2
Feb,36.0,33.44,0.0,30.34,21.48,0.0,46.13,27.27,12.84,41.39,27.96,19.3,58.8
Mar,27.3,60.0,128.56,36.95,73.6,111.94,32.21,88.76,123.36,37.93,110.25,106.4,133.6
Apr,111.59,156.03,173.48,126.16,200.94,174.88,354.78,332.8,110.8,354.28,340.15,72.73,135.8
May,212.23,255.0,285.01,278.38,306.97,284.63,387.96,322.85,0.0,391.83,286.74,0.0,133.2
Jun,311.26,321.41,0.0,311.09,317.96,0.0,440.35,213.53,0.0,379.72,292.13,0.0,323.9
Jul,392.84,398.25,0.0,392.66,409.76,0.0,441.75,410.3,0.0,417.18,780.11,0.0,138.4
Aug,327.07,359.01,202056.59,288.03,376.61,0.0,337.66,350.85,0.0,340.23,338.41,0.0,191.0
Sep,257.98,271.92,329.8,260.71,319.68,329.05,306.6,177.15,0.0,325.18,179.28,0.0,129.4
Oct,95.79,137.81,131.42,76.5,136.63,134.62,53.74,157.6,125.18,94.99,0.0,123.75,54.6
Nov,20.37,29.44,0.0,14.36,30.96,10.53,0.85,0.0,32.25,1.54,0.0,29.01,7.2
Dec,5.19,12.41,0.0,0.0,21.0,0.0,0.6,0.0,11.52,0.29,0.0,18.23,22.4
