Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.93,8.22,0.0,0.53,4.83,0.0,2.46,6.37,9.3,0.0
Feb,3.45,7.77,0.0,13.56,9.17,11.95,12.82,11.72,13.63,9.9
Mar,3.97,30.58,0.0,94.09,52.28,39.01,52.74,53.99,49.88,24.9
Apr,118.87,118.23,61.35,178.74,176.26,166.61,224.89,201.72,186.24,275.9
May,350.02,332.87,109.81,383.33,368.47,309.51,404.28,318.67,337.53,383.1
Jun,414.08,379.77,206.87,353.4,342.81,450.5,340.49,266.61,468.74,429.7
Jul,236.71,309.66,163.3,303.27,339.93,336.33,348.44,358.54,343.94,224.3
Aug,191.19,207.58,168.76,615.84,122.87,283.95,206.68,213.88,289.28,256.8
Sep,326.0,201.71,77.47,197.0,334.01,252.08,222.81,519.77,253.49,255.0
Oct,131.58,156.67,62.13,11.46,42.1,89.46,78.83,112.71,91.03,26.4
Nov,6.44,17.19,12.84,8.99,6.84,4.04,1.05,12.49,4.08,16.4
Dec,1.06,3.36,18.79,0.04,4.01,0.0,0.0,12.87,2.23,11.2
