Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,22.08,25.78,0.0,22.92,0.0,8.78,53.35,0.0,20.2,0.0
Feb,3.87,10.89,0.0,11.11,0.0,3.7,4.11,0.0,1.77,31.0
Mar,7.07,1.8,26.24,0.0,0.14,15.14,0.0,2.02,14.15,0.0
Apr,1.09,3.21,0.0,0.4,4.76,0.0,9.49,7.19,0.0,13.4
May,0.74,2.58,21.69,4.67,12.81,3.0,3.68,11.87,10.31,7.1
Jun,84.78,104.12,46.23,51.56,106.05,45.63,39.38,117.76,76.29,148.1
Jul,239.86,263.42,101.9,274.52,221.62,217.59,246.47,222.32,223.88,378.8
Aug,333.67,354.36,126.89,147.03,268.16,256.72,235.42,348.96,261.41,538.7
Sep,235.34,228.7,41.51,191.81,140.78,125.13,168.86,62.38,127.61,298.0
Oct,8.97,31.75,23.94,2.6,35.01,34.42,8.84,43.24,33.85,0.0
Nov,0.0,11.72,0.0,0.0,0.0,16.06,15.41,0.0,18.96,0.0
Dec,6.22,11.59,0.0,36.04,6.2,12.13,5.67,9.51,6.48,15.0
