Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.96,11.63,0.0,10.9,12.6,1.3,61.61,9.72,25.88,62.07,1.19,0.0,6.6
Feb,12.1,13.04,0.24,21.73,9.38,1.17,1.96,1.74,20.43,1.81,0.0,19.37,2.4
Mar,4.88,10.39,5.82,14.58,9.88,7.73,0.0,0.0,10.98,0.0,0.0,9.94,0.2
Apr,1.65,6.57,0.0,2.55,6.93,3.45,27.08,11.57,0.0,22.05,10.4,0.0,7.5
May,10.3,13.64,8.88,7.79,14.09,16.25,7.25,18.58,7.85,13.86,14.6,15.65,16.5
Jun,29.54,35.43,89.95,17.73,44.84,36.78,18.14,0.0,94.95,16.92,0.0,60.6,37.3
Jul,145.96,152.52,76.74,138.92,152.03,81.03,100.66,125.07,78.99,102.49,113.5,78.14,128.3
Aug,132.52,161.46,28.46,135.24,144.74,32.48,170.12,123.24,79.0,154.44,102.06,69.71,81.0
Sep,79.63,85.04,85.67,78.79,94.88,89.49,34.55,116.0,85.99,34.02,79.13,90.43,155.5
Oct,0.43,7.1,0.0,0.34,3.57,0.0,0.0,0.0,1.82,0.0,0.0,8.96,0.0
Nov,0.12,5.79,0.0,0.1,5.88,0.0,0.0,0.07,0.0,0.0,0.0,11.58,0.5
Dec,2.46,4.53,0.0,1.97,3.86,6.37,1.27,0.0,3.17,0.95,0.0,6.4,0.5
