Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.11,37.31,30.86,5.24,31.12,22.54,0.73,62.65,15.13,10.29,68.88,2.43,1.7
Feb,10.74,30.64,0.7,8.96,15.53,3.9,1.06,9.59,16.45,0.0,0.0,15.48,0.5
Mar,15.73,32.77,1.85,17.61,29.67,10.27,0.0,0.17,23.5,0.0,9.3,20.47,19.2
Apr,73.72,87.76,0.66,69.52,87.86,15.57,12.99,39.75,42.03,13.86,30.82,31.76,29.7
May,60.17,71.32,15.99,58.53,64.44,38.53,32.01,44.05,38.16,34.19,51.99,52.18,61.9
Jun,34.47,51.56,12.53,32.68,29.04,20.01,30.68,23.08,17.79,30.71,23.38,14.63,16.3
Jul,25.25,44.6,8.05,20.99,30.35,20.59,14.5,22.7,20.73,14.58,35.25,21.37,18.1
Aug,58.08,60.39,45.86,52.79,57.35,53.05,34.24,29.22,49.64,60.36,46.54,57.35,20.3
Sep,64.84,68.68,49.79,62.23,72.23,60.25,77.0,114.54,83.56,67.29,126.65,81.44,41.8
Oct,164.22,218.88,50.67,162.71,211.33,59.52,197.85,187.77,111.69,200.2,183.66,115.18,234.4
Nov,201.77,210.52,118.12,207.14,205.63,129.24,304.39,208.83,126.23,179.52,206.16,130.82,182.9
Dec,80.52,104.21,30.86,80.01,103.54,40.14,59.8,125.49,49.26,55.28,130.05,52.02,23.0
