Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.15,11.77,0.0,2.23,10.38,6.45,0.0,18.26,2.64,0.0,7.1,9.84,0.0
Feb,19.02,23.57,0.59,1.48,16.87,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0
Mar,13.35,20.66,34.32,11.57,14.29,5.05,8.75,0.0,6.24,6.59,0.0,0.46,0.1
Apr,27.75,28.93,0.04,39.34,31.89,33.93,51.87,116.11,17.33,12.72,118.08,11.29,66.4
May,31.86,46.56,9.4,63.06,57.03,27.19,100.93,91.73,18.84,99.71,129.53,51.58,107.6
Jun,166.82,186.04,100.75,166.75,191.38,102.74,190.01,173.65,125.6,193.98,162.93,118.75,162.3
Jul,248.11,280.53,362.8,259.29,330.04,356.1,385.31,403.53,0.0,370.59,371.76,0.0,450.2
Aug,275.4,280.92,288.72,265.76,287.98,290.06,318.63,311.83,0.0,318.77,295.15,0.0,308.5
Sep,202.19,229.78,223.88,209.63,261.72,226.56,276.92,270.18,231.94,252.21,259.96,240.98,419.6
Oct,128.15,173.68,165.32,140.57,179.39,166.76,127.86,188.23,171.58,117.45,51.06,168.28,258.9
Nov,35.56,37.93,24.26,41.53,37.23,17.56,25.5,34.2,31.46,26.28,41.18,31.78,0.0
Dec,1.7,5.79,0.69,1.29,5.94,9.21,0.0,9.25,20.63,0.0,10.74,8.6,13.3
