Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.93,15.06,0.0,7.8,9.26,5.64,12.48,11.04,10.28,16.3
Feb,32.49,37.42,21.74,24.1,28.48,13.56,23.69,26.0,22.79,24.1
Mar,47.81,67.88,15.88,57.71,72.39,42.65,76.54,29.83,59.52,151.0
Apr,73.97,147.24,45.06,232.14,206.85,205.06,231.55,317.02,209.17,119.2
May,224.01,266.5,74.93,267.57,287.84,265.13,324.17,409.28,266.27,193.2
Jun,301.74,339.92,132.1,311.4,342.12,317.52,326.1,344.54,323.05,376.5
Jul,428.66,451.45,124.36,456.49,411.78,366.77,435.45,418.55,368.75,431.8
Aug,265.93,310.52,132.46,397.4,352.68,336.22,340.68,305.54,337.61,304.1
Sep,252.54,270.26,71.05,330.86,330.43,290.93,295.78,309.37,291.36,245.1
Oct,114.08,148.27,47.64,66.06,114.33,106.77,149.52,245.15,107.2,63.3
Nov,40.44,35.31,0.0,6.7,8.68,4.4,5.32,4.96,15.48,37.0
Dec,6.67,14.66,5.43,0.0,4.42,7.16,2.52,16.73,3.05,26.9
