Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.74,22.0,11.3,31.15,0.0,13.29,8.99,0.0,20.28,0.0
Feb,19.79,18.2,3.05,3.9,0.0,0.0,1.64,2.17,10.24,11.0
Mar,8.07,19.01,0.0,1.68,0.0,1.99,0.0,0.0,5.24,0.0
Apr,17.25,17.24,22.48,0.1,9.02,0.0,1.17,15.8,1.51,8.2
May,18.04,18.12,13.79,9.1,10.26,0.0,0.0,9.03,9.18,0.0
Jun,204.18,210.37,58.35,134.03,150.98,109.56,113.69,160.97,118.47,120.0
Jul,297.72,429.04,100.35,327.8,303.81,281.84,327.17,268.99,289.53,334.8
Aug,442.39,528.66,108.61,427.95,294.73,291.83,318.1,380.18,293.37,407.0
Sep,344.9,301.46,67.08,95.63,200.19,171.46,142.83,322.75,171.0,166.6
Oct,61.61,51.98,0.0,51.83,57.65,31.59,80.04,46.02,47.16,2.0
Nov,4.65,11.54,0.0,0.0,21.79,12.76,0.0,21.59,13.86,0.0
Dec,0.0,7.93,3.5,0.0,2.55,0.0,0.35,9.59,9.01,10.2
