Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.19,3.64,13.41,0.0,23.49,18.43,3.28,7.9,28.24,0.0
Feb,0.7,4.88,0.0,2.97,20.68,10.71,38.83,27.24,13.61,17.4
Mar,3.01,6.82,6.37,0.1,1.1,21.02,2.08,2.16,2.71,0.0
Apr,30.9,27.82,0.0,39.45,31.68,5.11,35.09,37.86,9.77,45.2
May,16.07,28.04,35.75,54.84,116.01,38.09,26.76,110.62,64.38,17.0
Jun,141.34,193.85,28.56,156.19,377.14,166.65,216.16,349.26,165.96,107.7
Jul,172.61,324.43,49.04,273.59,248.52,169.93,213.05,83.13,184.07,220.8
Aug,179.47,261.4,60.08,286.5,245.03,218.72,248.36,169.73,223.69,136.6
Sep,252.56,246.09,47.85,215.0,202.32,185.94,171.98,95.91,188.35,186.0
Oct,77.0,130.28,16.71,135.32,48.97,130.64,104.56,17.22,126.97,215.5
Nov,8.2,21.56,0.0,24.38,135.62,65.7,46.98,92.38,71.53,25.6
Dec,0.08,6.5,1.79,4.67,84.37,49.96,7.31,311.06,51.62,0.0
