Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.98,13.45,18.23,2.89,24.05,7.85,0.0,28.16,3.05,0.6
Feb,7.68,8.21,9.41,0.1,0.7,0.0,0.0,0.46,15.4,0.0
Mar,8.26,2.0,2.56,0.0,5.18,1.18,0.0,9.99,14.35,0.0
Apr,0.21,0.39,23.6,2.0,6.36,0.0,3.38,8.67,0.0,0.6
May,1.36,2.91,9.67,0.0,6.58,3.54,0.0,6.36,8.07,6.7
Jun,19.14,22.59,18.54,77.99,65.79,34.93,72.35,65.7,32.8,11.2
Jul,93.94,96.25,76.45,68.12,77.64,55.37,81.5,82.17,72.33,165.3
Aug,92.71,79.38,79.85,90.63,100.18,103.05,101.64,96.1,106.16,73.1
Sep,127.52,121.67,29.98,100.88,87.04,79.41,102.76,124.54,79.59,146.7
Oct,2.8,14.15,15.32,1.55,13.79,4.53,2.99,46.97,26.31,0.0
Nov,0.19,4.51,0.0,0.2,6.27,0.0,4.23,7.99,0.0,0.6
Dec,2.36,6.06,3.28,0.0,3.22,4.52,0.0,6.08,4.72,0.0
