Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.69,7.75,0.0,9.16,7.26,6.01,0.33,9.79,0.0,0.0,0.0,3.6,0.0
Feb,23.46,20.47,0.0,8.5,10.7,0.0,1.53,11.42,2.25,1.47,8.72,5.4,0.1
Mar,12.82,20.31,0.55,8.5,12.61,18.37,2.62,5.48,15.87,2.89,4.97,2.59,1.6
Apr,15.67,18.35,0.79,8.68,19.31,18.53,10.9,14.37,8.72,9.39,12.7,4.9,28.9
May,2.81,20.26,32.78,14.67,24.55,42.42,0.0,24.19,22.99,0.0,27.85,36.56,94.2
Jun,171.98,181.0,173.02,173.74,177.09,175.73,139.06,102.43,168.39,135.82,104.15,157.41,179.2
Jul,405.1,400.87,0.0,411.81,382.26,0.0,404.93,371.32,0.0,405.54,419.04,0.0,394.2
Aug,424.07,478.04,0.0,432.83,404.7,0.0,262.82,462.3,0.0,371.13,465.66,0.0,400.5
Sep,199.47,216.11,213.53,214.15,209.05,215.33,252.38,248.93,242.98,253.68,251.71,238.36,123.6
Oct,46.22,51.56,60.36,54.44,57.01,44.25,113.9,72.18,59.36,100.54,58.39,68.86,5.5
Nov,2.97,3.84,0.92,2.89,3.92,0.0,1.63,9.28,7.32,0.23,0.0,15.72,0.0
Dec,0.26,4.05,0.0,0.92,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6
