Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,18.03,26.44,10.9,18.88,32.71,2.17,0.0,29.11,20.34,0.0,28.08,30.41,16.7
Feb,24.89,29.55,2.59,51.04,44.98,6.41,17.1,23.03,6.07,17.61,8.47,18.04,16.8
Mar,17.56,22.2,5.96,38.01,70.37,18.13,60.71,5.84,1.09,60.44,43.53,13.42,5.7
Apr,16.37,15.99,1.98,41.48,21.51,2.4,6.25,18.38,23.59,5.75,2.25,14.49,78.0
May,77.8,39.81,63.25,44.8,109.02,48.95,44.02,91.18,22.62,42.79,107.58,91.45,50.7
Jun,131.49,138.92,92.82,117.79,110.4,72.25,118.41,113.84,85.27,120.08,110.81,86.6,76.4
Jul,279.58,304.67,0.0,324.2,344.63,0.0,320.95,340.0,0.0,322.01,344.8,0.0,138.0
Aug,332.26,329.05,0.0,225.48,194.08,155.73,223.56,209.84,180.19,225.67,173.9,175.72,249.4
Sep,119.33,166.69,142.97,211.18,155.97,136.9,202.24,207.35,157.93,208.83,200.55,162.19,87.1
Oct,9.39,30.09,0.0,0.28,15.83,9.91,1.21,39.14,51.77,0.96,0.0,29.56,0.8
Nov,0.68,4.7,0.0,0.0,0.0,0.0,0.69,11.06,2.64,0.92,0.0,10.82,12.4
Dec,4.53,9.69,0.0,20.26,12.26,8.6,25.32,19.89,5.28,25.24,14.18,10.14,0.3
