Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.79,10.25,0.0,3.79,8.61,16.19,6.32,10.22,17.5,9.29,11.86,20.91,0.0
Feb,8.23,15.52,0.0,8.0,7.86,5.3,10.14,10.13,11.13,7.62,8.48,3.85,19.4
Mar,16.77,15.49,0.0,17.98,17.65,1.42,32.86,33.85,0.0,32.9,23.06,1.24,0.8
Apr,12.9,20.2,0.32,15.01,24.28,21.73,23.26,27.3,2.69,14.94,31.4,2.71,30.0
May,8.46,14.6,1.65,13.28,15.4,4.98,16.23,47.41,3.16,19.77,76.92,17.14,2.3
Jun,178.31,176.75,91.92,180.52,177.0,98.64,211.71,142.79,95.33,213.94,78.76,117.94,137.2
Jul,398.16,395.75,0.0,377.61,382.89,0.0,438.23,437.58,0.0,433.11,443.43,0.0,528.4
Aug,375.21,358.93,0.0,366.24,362.98,0.0,376.24,349.79,0.0,413.07,345.95,0.0,337.7
Sep,199.02,213.17,82.82,196.87,213.5,94.55,213.78,192.68,113.89,166.11,176.87,147.92,118.6
Oct,38.66,51.53,26.24,37.87,51.78,26.07,62.42,63.1,48.84,60.36,64.45,46.23,0.4
Nov,1.73,7.87,0.58,1.53,7.75,0.0,0.0,2.6,3.89,0.0,2.43,0.26,0.0
Dec,0.12,7.06,0.0,0.54,6.33,11.97,1.1,0.0,9.68,0.09,0.0,0.0,16.6
