Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,1.25,0.5,0.1,1.18,12.92,0.0,0.66,0.0,0.0,0.74,4.71,0.0
Feb,0.1,0.65,0.0,0.1,0.0,9.4,0.1,0.62,6.93,0.15,0.76,10.46,0.0
Mar,0.1,2.5,0.0,0.1,2.36,8.46,0.2,2.18,0.0,0.11,2.34,4.12,0.0
Apr,0.1,0.19,0.0,0.1,0.15,1.12,2.6,2.03,0.0,2.68,1.89,0.0,1.0
May,0.11,5.2,0.0,0.12,8.2,0.0,0.7,14.83,14.93,0.25,15.05,4.38,0.0
Jun,47.53,59.59,48.79,52.24,63.09,49.92,0.0,52.03,49.65,0.31,52.62,50.6,29.8
Jul,214.28,132.25,493.89,210.16,122.29,456.17,45.58,0.0,327.47,33.01,0.0,280.14,97.0
Aug,108.41,157.14,68.07,126.83,157.69,76.61,190.77,212.47,103.9,190.39,69.6,128.08,54.3
Sep,49.72,89.11,9.58,48.93,88.73,22.64,14.54,83.25,52.21,15.27,24.68,45.99,4.0
Oct,1.2,14.14,0.6,1.38,14.78,0.0,61.45,41.7,0.0,61.55,38.21,13.5,0.8
Nov,0.15,4.41,0.0,0.14,4.84,13.63,0.07,15.16,0.0,0.0,4.07,1.91,0.0
Dec,0.11,0.67,0.0,0.06,0.87,0.0,3.9,2.4,7.26,3.78,2.6,0.0,0.0
