Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.08,4.04,0.0,0.0,2.78,0.0,0.0,3.82,0.0,0.0
Feb,2.05,3.23,0.0,0.1,0.56,0.0,0.0,0.7,4.97,5.0
Mar,12.7,11.43,0.0,0.0,0.0,16.26,10.0,10.24,0.0,39.7
Apr,10.34,59.63,8.06,36.47,73.75,39.87,53.02,63.02,63.05,62.1
May,167.33,151.25,42.53,167.7,106.7,81.31,157.77,238.87,98.1,238.1
Jun,408.72,463.4,151.63,31.0,70.73,84.05,93.19,78.92,76.14,109.6
Jul,519.76,480.02,153.06,169.69,113.43,83.59,130.18,122.48,92.7,126.6
Aug,350.93,341.26,110.81,76.7,112.76,104.32,135.19,147.34,112.03,134.9
Sep,124.1,152.3,59.62,65.0,132.42,119.44,106.06,168.5,128.96,102.4
Oct,205.47,210.3,74.25,101.35,94.22,97.6,86.48,68.14,97.61,151.8
Nov,66.32,112.08,17.96,41.76,39.57,76.5,42.32,35.41,77.99,11.3
Dec,11.38,14.73,2.41,13.44,14.78,10.36,9.86,16.14,7.71,0.4
