Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.64,16.35,0.0,13.33,19.84,14.21,9.66,12.78,10.09,4.0
Feb,5.16,11.54,18.43,4.62,6.14,6.66,6.34,0.42,18.4,8.0
Mar,17.6,2.67,24.04,12.84,11.71,0.81,9.5,11.76,14.78,5.4
Apr,3.54,3.94,0.0,3.96,7.55,4.19,7.79,8.51,0.0,8.8
May,6.17,9.6,0.0,0.1,4.67,5.15,3.05,0.0,19.77,3.3
Jun,27.01,35.24,23.04,66.5,90.3,32.34,73.98,95.91,41.9,109.0
Jul,111.13,134.21,67.65,151.48,112.45,66.22,124.86,168.15,82.07,193.3
Aug,149.88,156.09,70.04,62.4,71.62,57.12,59.53,119.48,64.21,76.0
Sep,85.3,118.7,11.09,17.9,73.81,67.72,18.39,117.26,66.8,316.5
Oct,10.66,16.11,4.95,6.13,22.86,0.0,6.18,91.66,9.18,5.5
Nov,1.99,4.56,1.43,0.0,12.9,0.0,0.0,19.82,3.38,0.5
Dec,10.92,10.79,0.0,22.61,14.99,0.0,18.81,27.94,13.34,4.0
