Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,22.02,23.93,0.45,14.5,0.0,5.88,4.77,0.0,3.92,0.0
Feb,18.29,22.53,0.0,0.0,12.97,5.27,4.1,12.97,6.55,0.3
Mar,19.5,26.48,0.0,1.04,1.33,2.67,1.75,1.33,1.76,0.1
Apr,2.8,19.37,0.0,62.91,26.86,8.63,7.9,26.86,4.7,1.5
May,3.0,13.26,0.08,7.67,0.0,11.25,0.0,0.0,10.07,0.4
Jun,4.34,14.0,0.74,2.7,24.45,6.73,9.65,29.84,4.97,4.1
Jul,3.32,13.99,0.27,6.88,6.17,2.01,1.78,6.18,12.24,11.8
Aug,9.2,14.67,0.0,9.1,13.79,19.74,8.65,13.82,3.7,22.0
Sep,2.0,10.5,0.64,2.23,6.94,14.81,2.06,1.39,4.55,35.2
Oct,0.1,12.72,0.91,56.07,12.34,15.43,0.24,12.34,12.03,0.0
Nov,4.16,13.73,0.76,0.0,16.7,18.68,0.1,16.7,17.02,0.0
Dec,9.69,13.71,0.0,2.89,0.0,2.19,0.0,0.0,2.2,0.0
