Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,2.78,0.0,0.29,4.11,12.8,1.62,2.84,1.89,3.99,6.03,1.14,0.0
Feb,4.07,7.86,0.0,2.06,0.97,16.71,11.15,7.73,0.0,4.31,5.89,11.82,0.0
Mar,3.27,9.15,5.56,0.73,8.59,0.0,5.47,6.3,8.21,6.3,4.48,9.78,0.1
Apr,25.39,39.62,1.77,32.57,45.09,9.14,46.49,35.65,19.14,45.4,35.2,19.26,46.6
May,45.7,46.48,20.78,45.7,49.15,29.66,44.58,53.55,30.44,44.15,56.01,45.8,60.0
Jun,137.52,155.45,231.76,136.74,170.31,228.18,77.17,167.94,215.56,77.33,204.88,222.45,200.1
Jul,250.67,285.37,455.16,260.61,309.76,436.91,512.52,142.63,0.0,508.86,138.16,0.0,661.0
Aug,277.05,297.9,633.34,416.1,317.03,592.0,369.22,194.67,0.0,363.68,204.01,0.0,519.8
Sep,245.44,245.64,359.22,250.69,262.87,363.23,395.75,349.84,0.0,409.1,289.62,0.0,464.0
Oct,123.25,130.12,86.17,123.99,165.74,93.17,227.99,203.57,142.97,193.02,196.16,128.05,51.0
Nov,26.1,39.28,0.26,28.19,44.11,0.28,11.24,32.56,37.85,11.43,0.0,42.63,0.0
Dec,0.1,3.95,0.0,0.11,3.95,0.0,0.0,0.0,0.0,0.0,0.0,1.04,11.0
