Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.12,1.25,0.02,0.1,1.23,11.05,0.59,3.8,7.98,0.62,3.8,7.36,0.0
Feb,0.1,0.66,0.0,0.1,0.65,0.0,2.07,3.85,5.68,2.15,2.16,1.61,0.0
Mar,0.25,1.84,0.0,1.03,2.71,0.0,17.32,8.99,0.0,16.17,8.96,15.45,0.3
Apr,1.21,4.73,0.21,1.23,2.75,0.0,0.12,2.58,1.25,0.04,3.48,0.0,0.0
May,9.63,14.73,5.64,7.76,19.49,16.42,18.93,36.76,23.42,18.99,55.94,20.1,0.0
Jun,227.49,235.56,181.25,239.42,176.78,183.43,41.45,62.73,104.3,33.82,65.69,91.81,150.0
Jul,444.86,447.01,0.0,446.44,405.05,0.0,839.41,505.79,0.0,465.19,502.19,0.0,440.2
Aug,285.72,274.4,202.01,258.24,274.3,211.25,242.59,214.55,198.23,242.67,199.19,200.69,256.9
Sep,206.91,219.93,107.15,207.94,215.63,109.78,138.38,172.56,148.4,138.13,182.97,143.2,43.6
Oct,22.51,57.85,66.68,22.0,57.93,58.98,68.78,69.22,77.4,99.71,50.18,72.53,13.8
Nov,6.27,17.51,0.0,6.63,17.04,16.32,0.83,0.0,11.86,0.0,1.06,9.44,10.9
Dec,0.0,4.16,3.46,0.78,4.27,0.0,7.9,8.91,8.35,8.94,13.05,5.17,0.0
